date,portfolio_value,cash,units,price,daily_return,drawdown,drawdown_pct
2022-01-04,12097.391828077562,12097.391828077562,0.0,45897.57421875,0.0,-0.29444488639372557,-29.44448863937256
2022-01-05,12097.391828077562,12097.391828077562,0.0,43569.00390625,0.0,-0.29444488639372557,-29.44448863937256
2022-01-06,12097.391828077562,12097.391828077562,0.0,43160.9296875,0.0,-0.29444488639372557,-29.44448863937256
2022-01-07,12097.391828077562,12097.391828077562,0.0,41557.90234375,0.0,-0.29444488639372557,-29.44448863937256
2022-01-08,12097.391828077562,12097.391828077562,0.0,41733.94140625,0.0,-0.29444488639372557,-29.44448863937256
2022-01-09,12097.391828077562,12097.391828077562,0.0,41911.6015625,0.0,-0.29444488639372557,-29.44448863937256
2022-01-10,12097.391828077562,12097.391828077562,0.0,41821.26171875,0.0,-0.29444488639372557,-29.44448863937256
2022-01-11,12097.391828077562,12097.391828077562,0.0,42735.85546875,0.0,-0.29444488639372557,-29.44448863937256
2022-01-12,12097.391828077562,12097.391828077562,0.0,43949.1015625,0.0,-0.29444488639372557,-29.44448863937256
2022-01-13,12097.391828077562,12097.391828077562,0.0,42591.5703125,0.0,-0.29444488639372557,-29.44448863937256
2022-01-14,12097.391828077562,12097.391828077562,0.0,43099.69921875,0.0,-0.29444488639372557,-29.44448863937256
2022-01-15,12097.391828077562,12097.391828077562,0.0,43177.3984375,0.0,-0.29444488639372557,-29.44448863937256
2022-01-16,12097.391828077562,12097.391828077562,0.0,43113.87890625,0.0,-0.29444488639372557,-29.44448863937256
2022-01-17,12097.391828077562,12097.391828077562,0.0,42250.55078125,0.0,-0.29444488639372557,-29.44448863937256
2022-01-18,12097.391828077562,12097.391828077562,0.0,42375.6328125,0.0,-0.29444488639372557,-29.44448863937256
2022-01-19,12097.391828077562,12097.391828077562,0.0,41744.328125,0.0,-0.29444488639372557,-29.44448863937256
2022-01-20,12097.391828077562,12097.391828077562,0.0,40680.41796875,0.0,-0.29444488639372557,-29.44448863937256
2022-01-21,12097.391828077562,12097.391828077562,0.0,36457.31640625,0.0,-0.29444488639372557,-29.44448863937256
2022-01-22,12097.391828077562,12097.391828077562,0.0,35030.25,0.0,-0.29444488639372557,-29.44448863937256
2022-01-23,12097.391828077562,12097.391828077562,0.0,36276.8046875,0.0,-0.29444488639372557,-29.44448863937256
2022-01-24,12097.391828077562,12097.391828077562,0.0,36654.328125,0.0,-0.29444488639372557,-29.44448863937256
2022-01-25,12097.391828077562,12097.391828077562,0.0,36954.00390625,0.0,-0.29444488639372557,-29.44448863937256
2022-01-26,12097.391828077562,12097.391828077562,0.0,36852.12109375,0.0,-0.29444488639372557,-29.44448863937256
2022-01-27,12097.391828077562,12097.391828077562,0.0,37138.234375,0.0,-0.29444488639372557,-29.44448863937256
2022-01-28,12097.391828077562,12097.391828077562,0.0,37784.33203125,0.0,-0.29444488639372557,-29.44448863937256
2022-01-29,12097.391828077562,12097.391828077562,0.0,38138.1796875,0.0,-0.29444488639372557,-29.44448863937256
2022-01-30,12097.391828077562,12097.391828077562,0.0,37917.6015625,0.0,-0.29444488639372557,-29.44448863937256
2022-01-31,12097.391828077562,12097.391828077562,0.0,38483.125,0.0,-0.29444488639372557,-29.44448863937256
2022-02-01,12097.391828077562,12097.391828077562,0.0,38743.2734375,0.0,-0.29444488639372557,-29.44448863937256
2022-02-02,12097.391828077562,12097.391828077562,0.0,36952.984375,0.0,-0.29444488639372557,-29.44448863937256
2022-02-03,12097.391828077562,12097.391828077562,0.0,37154.6015625,0.0,-0.29444488639372557,-29.44448863937256
2022-02-04,12097.391828077562,12097.391828077562,0.0,41500.875,0.0,-0.29444488639372557,-29.44448863937256
2022-02-05,12097.391828077562,12097.391828077562,0.0,41441.1640625,0.0,-0.29444488639372557,-29.44448863937256
2022-02-06,12097.391828077562,12097.391828077562,0.0,42412.43359375,0.0,-0.29444488639372557,-29.44448863937256
2022-02-07,12097.391828077562,12097.391828077562,0.0,43840.28515625,0.0,-0.29444488639372557,-29.44448863937256
2022-02-08,12097.391828077562,12097.391828077562,0.0,44118.4453125,0.0,-0.29444488639372557,-29.44448863937256
2022-02-09,12097.391828077562,12097.391828077562,0.0,44338.796875,0.0,-0.29444488639372557,-29.44448863937256
2022-02-10,12097.391828077562,12097.391828077562,0.0,43565.11328125,0.0,-0.29444488639372557,-29.44448863937256
2022-02-11,12097.391828077562,12097.391828077562,0.0,42407.9375,0.0,-0.29444488639372557,-29.44448863937256
2022-02-12,12097.391828077562,12097.391828077562,0.0,42244.46875,0.0,-0.29444488639372557,-29.44448863937256
2022-02-13,12097.391828077562,12097.391828077562,0.0,42197.515625,0.0,-0.29444488639372557,-29.44448863937256
